date,uboat,commander,ship_name,tonnage,nationality,convoy,coordinates
17 Mar 1943,U-758,Helmut Manseck,Zaanland,"6,813",nl,HX-229,"[('50.63', '-34.77')]"
17 Mar 1943,U-91,Heinz Walkerling,Harry Luckenbach,"6,366",am,HX-229,"[('50.63', '-34.77')]"
17 Mar 1943,U-91,Heinz Walkerling,Irénée Du Pont,"6,125",am,HX-229,"[('50.63', '-34.77')]"
17 Mar 1943,U-91,Heinz Walkerling,Nariva,"8,714",br,HX-229,"[('50.57', '-35.03')]"
18 Mar 1943,U-221,Hans-Hartwig Trojer,Canadian Star,"8,293",br,HX-229,"[('53.40', '-28.57')]"
18 Mar 1943,U-221,Hans-Hartwig Trojer,Walter Q. Gresham,"7,191",am,HX-229,"[('53.58', '-28.08')]"
18 Mar 1943,U-521,Klaus Heinrich Bargsten,Molly Pitcher,"7,200",am,UGS-6,"[('38.35', '-19.90')]"
18 Mar 1943,U-593,Gerd Kelbling,Dafila,"1,940",br,-,"[('32.98', '22.35')]"
18 Mar 1943,U-593,Gerd Kelbling,Kaying,"2,626",br,-,"[('32.98', '22.35')]"
18 Mar 1943,U-663,Heinrich Schmid,Clarissa Radcliffe,"5,754",br,SC-122,"[('52.35', '-27.25')]"
19 Mar 1943,U-333,Werner Schwaff,Carras,"5,234",gr,SC-122,"[('54.08', '-24.32')]"
19 Mar 1943,U-523,Werner Pietzsch,Mathew Luckenbach,"5,848",am,HX-229,"[('54.38', '-23.57')]"
19 Mar 1943,U-527,Herbert Uhlig,Mathew Luckenbach (d.),"5,848",am,HX-229,
19 Mar 1943,U-666,Herbert Engel,Carras (d.),"5,234",gr,SC-122,
20 Mar 1943,U-516,Gerhard Wiebe,Nortun,"3,663",pa,CN-13,"[('-27.58', '14.37')]"
20 Mar 1943,U-518,Friedrich-Wilhelm Wissmann,Mariso,"7,659",nl,-,"[('-13.33', '-37.42')]"
20 Mar 1943,U-81,Johann-Otto Krieg,Bourghieh,244,ag,-,"[('32.53', '34.50')]"
20 Mar 1943,U-81,Johann-Otto Krieg,Mawahab Allah,77,sy,-,"[('34.50', '34.53')]"
25 Mar 1943,U-518,Friedrich-Wilhelm Wissmann,Industria,"1,688",sw,-,"[('-11.67', '-35.92')]"
26 Mar 1943,U-755,Walter Göing,FFL Sergent Gouarne (P 43),"1,147",fr,-,"[('36.02', '-2.48')]"
26 Mar 1943,U-77,Otto Hartmann,City of Perth (t.),"6,415",br,MKS-10,
27 Mar 1943,U-593,Gerd Kelbling,City of Guildford,"5,157",br,XT-7,"[('33.00', '22.83')]"
28 Mar 1943,U-159,Helmut Friedrich Witte,Silverbeech,"5,319",br,RS-3,"[('25.50', '-15.92')]"
28 Mar 1943,U-167,Kurt Sturm,Lagosian,"5,449",br,RS-3,"[('25.68', '-15.72')]"
28 Mar 1943,U-81,Johann-Otto Krieg,Rousdi,133,ag,-,"[('31.77', '34.38')]"
29 Mar 1943,U-172,Carl Emmermann,Moanda,"4,621",be,RS-3,"[('24.73', '-16.80')]"
29 Mar 1943,U-404,Otto von Bülow,Nagara,"8,791",br,SL-126,"[('46.83', '-16.67')]"
29 Mar 1943,U-610,Walter Freiherr von Freyberg-Eisenberg-Allmendingen,William Pierce Frye,"7,176",am,HX-230,"[('56.95', '-24.25')]"
29 Mar 1943,U-662,Heinz-Eberhard Müller,Empire Whale,"6,159",br,SL-126,"[('46.73', '-16.63')]"
29 Mar 1943,U-662,Heinz-Eberhard Müller,Ocean Viceroy (d.),"7,174",br,SL-126,
29 Mar 1943,U-662,Heinz-Eberhard Müller,Umaria,"6,852",br,SL-126,"[('46.73', '-16.63')]"
30 Mar 1943,U-404,Otto von Bülow,Empire Bowman,"7,031",br,SL-126,"[('47.43', '-15.88')]"
30 Mar 1943,U-596,Gunter Jahn,Fort a la Corne,"7,133",br,ET-16,"[('36.87', '1.78')]"
30 Mar 1943,U-596,Gunter Jahn,Hallanger,"9,551",nw,ET-16,"[('36.92', '1.65')]"
31 Mar 1943,U-24,Clemens Schöler,Kreml’ (d.),"7,661",sj,-,
2 Apr 1943,U-124,Johann Mohr,Katha,"4,357",br,OS-45,"[('41.03', '-15.65')]"
2 Apr 1943,U-129,Hans-Ludwig Witt,Melbourne Star,"12,806",br,-,"[('28.08', '-57.50')]"
2 Apr 1943,U-155,Adolf Cornelius Piening,Lysefjord,"1,091",nw,-,"[('23.15', '-83.40')]"
2 Apr 1943,U-509,Werner Witte,City of Baroda (t.),"7,129",br,NC-9,
2 Apr 1943,U-755,Walter Göing,Simon Duhamel II,928,fr,TE-20,"[('36.02', '-2.48')]"
3 Apr 1943,U-155,Adolf Cornelius Piening,Gulfstate,"6,882",am,-,"[('24.43', '-80.30')]"
4 Apr 1943,U-635,Heinz Eckelmann,Shillong (d.),"5,529",br,HX-231,
4 Apr 1943,U-635,Heinz Eckelmann,Waroonga (d.),"9,365",br,HX-231,
5 Apr 1943,U-182,Asmus Nicolai Clausen,Aloe,"5,047",br,-,"[('-32.62', '37.83')]"
5 Apr 1943,U-229,Robert Schetelig,Vaalaren,"3,406",sw,HX-231,"[('58.00', '-34.00')]"
5 Apr 1943,U-530,Kurt Lange,Sunoil,"9,005",am,HX-231,"[('58.27', '-34.23')]"
5 Apr 1943,U-563,Götz von Hartmann,Sunoil (d.),"9,005",am,HX-231,
5 Apr 1943,U-630,Werner Winkler,Shillong,"5,529",br,HX-231,"[('57.17', '-35.50')]"
5 Apr 1943,U-630,Werner Winkler,Waroonga,"9,365",br,HX-231,"[('57.17', '-35.50')]"
5 Apr 1943,U-706,Alexander von Zitzewitz,British Ardour,"7,124",br,HX-231,"[('58.13', '-34.07')]"
6 Apr 1943,U-185,August Maus,John Sevier,"7,176",am,GTMO-83,"[('20.82', '-74.00')]"
6 Apr 1943,U-632,Hans Karpf,Blitar,"7,065",nl,HX-231,"[('57.75', '-27.50')]"
8 Apr 1943,U-123,Horst von Schroeter,Castillo Montealegre,"3,972",sp,-,"[('9.77', '-16.83')]"
9 Apr 1943,U-515,Werner Henke,Bamako,"2,357",fr,-,"[('14.95', '-17.25')]"
11 Apr 1943,U-117,Hans-Werner Neumann,Matt W. Ransom (d.) [Mine],"7,177",am,UGS-6A,
11 Apr 1943,U-181,Wolfgang Lüth,Empire Whimbrel,"5,983",br,-,"[('2.52', '-15.92')]"
11 Apr 1943,U-188,Siegfried Lüdden,HMS Beverley (H 64),"1,190",br,ON-176,"[('52.32', '-40.47')]"
11 Apr 1943,U-195,Heinz Buchholz,James W. Denver,"7,200",am,UGS-7,"[('28.87', '-26.50')]"
11 Apr 1943,U-593,Gerd Kelbling,Runo,"1,858",br,-,"[('32.25', '23.92')]"
11 Apr 1943,U-613,Helmut Köppe,Ingerfire,"3,835",nw,ONS-2,"[('51.48', '-42.98')]"
11 Apr 1943,U-615,Ralph Kapitzky,Edward B. Dudley,"7,177",am,HX-232,"[('53.00', '-39.00')]"
12 Apr 1943,U-404,Otto von Bülow,Lancastrian Prince,"1,914",br,ON-176,"[('50.30', '-42.80')]"
12 Apr 1943,U-563,Götz von Hartmann,Fresno City (d.),"7,261",br,HX-232,
12 Apr 1943,U-563,Götz von Hartmann,Pacific Grove,"7,117",br,HX-232,"[('54.17', '-30.00')]"
12 Apr 1943,U-563,Götz von Hartmann,Ulysses,"2,666",nl,HX-232,
12 Apr 1943,U-706,Alexander von Zitzewitz,Fresno City,"7,261",br,HX-232,"[('54.25', '-30.00')]"
17 Apr 1943,U-628,Heinrich Hasenschar,Fort Rampart (d.),"7,134",br,HX-233,
18 Apr 1943,U-123,Horst von Schroeter,Empire Bruce,"7,459",br,-,"[('6.67', '-13.28')]"
18 Apr 1943,U-123,Horst von Schroeter,HMS P-615,683,br,-,"[('6.82', '-13.15')]"
18 Apr 1943,U-180,Werner Musenberg,Corbis,"8,132",br,-,"[('-34.93', '34.05')]"
18 Apr 1943,U-226,Rolf Borchers,Fort Rampart,"7,134",br,HX-233,"[('47.47', '-22.00')]"
19 Apr 1943,U-108,Ralf-Reimar Wolfram,Robert Gray,"7,176",am,HX-234,"[('50.95', '-40.58')]"
20 Apr 1943,U-565,Wilhelm Franken,Michigan,"5,594",am,UGS-7,"[('35.98', '-1.42')]"
20 Apr 1943,U-565,Wilhelm Franken,Sidi-Bel-Abbès,"4,392",fr,UGS-7,"[('35.98', '-1.42')]"
21 Apr 1943,U-191,Helmut Fiehn,Scebeli,"3,025",nw,ON-178,"[('56.12', '-44.43')]"
21 Apr 1943,U-413,Gustav Poel,Wanstead,"5,486",br,ONS-3,"[('55.77', '-45.23')]"
21 Apr 1943,U-415,Kurt Neide,Ashantian,"4,917",br,ONS-3,"[('55.77', '-45.23')]"
21 Apr 1943,U-415,Kurt Neide,Wanstead (d.),"5,486",br,ONS-3,
22 Apr 1943,U-306,Claus von Trotha,Amerika,"10,218",br,HX-234,"[('57.50', '-42.83')]"
23 Apr 1943,U-306,Claus von Trotha,Silvermaple (d.),"5,313",br,HX-234,
24 Apr 1943,U-129,Hans-Ludwig Witt,Santa Catalina,"6,507",am,-,"[('30.70', '-70.97')]"
25 Apr 1943,U-117,Hans-Werner Neumann,Empire Morn (t.) [Mine],"7,092",br,-,
25 Apr 1943,U-386,Hans-Albrecht Kandler,Rosenborg,"1,997",br,RU-71,
25 Apr 1943,U-455,Hans-Martin Scheibe,Rouennais [Mine],"3,777",fr,CG-29,
27 Apr 1943,U-371,Waldemar Mehl,Merope,"1,162",nl,-,"[('36.95', '4.03')]"
29 Apr 1943,U-123,Horst von Schroeter,Nanking,"5,931",sw,-,"[('5.17', '-11.17')]"
29 Apr 1943,U-258,Wilhelm von Mässenhausen,McKeesport,"6,198",am,ONS-5,"[('60.87', '-34.33')]"
30 Apr 1943,U-515,Werner Henke,Bandar Shahpour,"5,236",br,TS-37,"[('7.25', '-13.82')]"
30 Apr 1943,U-515,Werner Henke,Corabella,"5,682",br,TS-37,"[('7.25', '-13.82')]"
30 Apr 1943,U-515,Werner Henke,Kota Tjandi,"7,295",nl,TS-37,"[('7.25', '-13.82')]"
30 Apr 1943,U-515,Werner Henke,Nagina,"6,551",br,TS-37,"[('7.32', '-13.83')]"
1 May 1943,U-182,Asmus Nicolai Clausen,Adelfotis,"5,838",gr,-,"[('-3.53', '-21.55')]"
1 May 1943,U-515,Werner Henke,City of Singapore,"6,555",br,TS-37,"[('7.92', '-14.27')]"
1 May 1943,U-515,Werner Henke,Clan Macpherson,"6,940",br,TS-37,"[('7.97', '-14.23')]"
1 May 1943,U-515,Werner Henke,Mokambo,"4,996",be,TS-37,"[('7.97', '-14.23')]"
4 May 1943,U-125,Ulrich Folkers,Lorient,"4,737",br,ONS-5,"[('54.07', '-44.30')]"
4 May 1943,U-129,Hans-Ludwig Witt,Panam,"7,277",pa,NK-538,"[('34.18', '-76.20')]"
5 May 1943,U-123,Horst von Schroeter,Holmbury,"4,566",br,-,"[('4.50', '-10.33')]"
5 May 1943,U-264,Hartwig Looks,Harperley,"4,586",br,ONS-5,"[('55.00', '-42.97')]"
5 May 1943,U-264,Hartwig Looks,West Maximus,"5,561",am,ONS-5,"[('55.17', '-43.00')]"
5 May 1943,U-266,Ralf von Jessen,Bonde,"1,570",nw,ONS-5,"[('53.47', '-44.33')]"
5 May 1943,U-266,Ralf von Jessen,Gharinda,"5,306",br,ONS-5,"[('53.17', '-44.67')]"
5 May 1943,U-266,Ralf von Jessen,Selvistan,"5,136",br,ONS-5,"[('53.17', '-44.67')]"
5 May 1943,U-358,Rolf Manke,Bristol City,"2,864",br,ONS-5,"[('54.00', '-43.92')]"
5 May 1943,U-358,Rolf Manke,Wentworth,"5,212",br,ONS-5,"[('53.98', '-43.92')]"
5 May 1943,U-584,Joachim Deecke,West Madaket,"5,565",am,ONS-5,"[('54.78', '-44.20')]"
5 May 1943,U-628,Heinrich Hasenschar,Harbury,"5,081",br,ONS-5,"[('55.02', '-42.98')]"
5 May 1943,U-638,Oskar Staudinger,Dolius,"5,507",br,ONS-5,"[('54.00', '-43.58')]"
5 May 1943,U-707,Günter Gretschel,North Britain,"4,635",br,ONS-5,"[('55.13', '-42.72')]"
7 May 1943,U-195,Heinz Buchholz,Samuel Jordan Kirkwood,"7,191",am,-,"[('-15.00', '-7.00')]"
7 May 1943,U-89,Dietrich Lohmann,Laconikos,"3,803",gr,SL-128,"[('41.67', '-18.22')]"
9 May 1943,U-123,Horst von Schroeter,Kanbe,"6,244",br,TS-38,"[('5.35', '-11.05')]"
9 May 1943,U-515,Werner Henke,Corneville,"4,544",nw,-,"[('4.83', '-1.17')]"
11 May 1943,U-181,Wolfgang Lüth,Tinhow,"5,232",br,DN-37,"[('-25.25', '33.50')]"
11 May 1943,U-196,Eitel-Friedrich Kentrat,Nailsea Meadow,"4,962",br,-,"[('-32.07', '29.22')]"
11 May 1943,U-402,Siegfried Freiherr von Forstner,Antigone,"4,545",br,SC-129,"[('40.50', '-32.50')]"
11 May 1943,U-402,Siegfried Freiherr von Forstner,Grado,"3,082",nw,SC-129,"[('40.50', '-32.50')]"
12 May 1943,U-195,Heinz Buchholz,Cape Neddick (d.),"6,797",am,-,
12 May 1943,U-221,Hans-Hartwig Trojer,Sandanger,"9,432",nw,HX-237,"[('46.00', '-21.00')]"
12 May 1943,U-456,Max-Martin Teichert,Fort Concord,"7,138",br,HX-237,"[('46.08', '-25.33')]"
12 May 1943,U-603,Rudolf Baltz,Brand,"4,819",nw,HX-237,"[('47.32', '-24.68')]"
13 May 1943,U-176,Reiner Dierksen,Mambi,"1,983",cu,NC-18,"[('21.42', '-76.67')]"
13 May 1943,U-176,Reiner Dierksen,Nickeliner,"2,249",am,NC-18,"[('21.42', '-76.67')]"
15 May 1943,U-105,Jürgen Nissen,Maroussio Logothetis,"4,669",gr,-,"[('5.47', '-14.47')]"
15 May 1943,U-607,Wolf Jeschonnek,Irish Oak,"5,589",ir,-,"[('47.85', '-25.88')]"
17 May 1943,U-198,Werner Hartmann,Northmoor,"4,392",br,LMD-17,"[('-28.45', '32.72')]"
17 May 1943,U-657,Heinrich Göllnitz,Aymeric,"5,196",br,ONS-7,"[('59.70', '-41.65')]"
18 May 1943,U-414,Walther Huth,Empire Eve,"5,979",br,KMS-14,"[('36.62', '0.77')]"
18 May 1943,U-414,Walther Huth,Fort Anne (d.),"7,134",br,KMS-14,
19 May 1943,U-161,Albrecht Achilles,Angelus,255,ca,-,"[('38.67', '-64.00')]"
20 May 1943,U-197,Robert Bartels,Benakat,"4,763",nl,-,"[('-6.08', '-12.93')]"
27 May 1943,U-181,Wolfgang Lüth,Sicilia,"1,633",sw,-,"[('-24.52', '35.28')]"
28 May 1943,U-154,Oskar-Heinz Kusch,Cardinal Gibbons (d.),"7,191",am,BT-14,
28 May 1943,U-154,Oskar-Heinz Kusch,Florida (d.),"8,580",am,BT-14,
28 May 1943,U-154,Oskar-Heinz Kusch,John Worthington (t.),"8,166",am,BT-14,
28 May 1943,U-177,Robert Gysae,Agwimonte,"6,679",am,CD-20,"[('-34.95', '19.55')]"
28 May 1943,U-177,Robert Gysae,Storaas,"7,886",nw,CD-20,"[('-34.95', '19.55')]"
29 May 1943,U-198,Werner Hartmann,Hopetarn,"5,231",br,-,"[('-30.83', '39.53')]"
30 May 1943,U-126,Siegfried Kietz,Flora MacDonald (t.),"7,177",am,TS-41,
2 Jun 1943,U-126,Siegfried Kietz,Standella (d.),"6,197",br,TS-42,
3 Jun 1943,U-119,Horst-Tessen von Kameke,Halma [Mine],"2,937",pa,BX-55,
3 Jun 1943,U-180,Werner Musenberg,Boris,"5,166",gr,-,"[('-7.23', '-18.68')]"
5 Jun 1943,U-198,Werner Hartmann,Dumra,"2,304",br,-,"[('-28.25', '33.33')]"
6 Jun 1943,U-198,Werner Hartmann,William King,"7,176",am,-,"[('-30.42', '34.25')]"
7 Jun 1943,U-181,Wolfgang Lüth,Harrier,193,sa,-,"[('-25.83', '33.33')]"
10 Jun 1943,U-66,Friedrich Markworth,Esso Gettysburg,"10,173",am,-,"[('31.03', '-79.28')]"
12 Jun 1943,U-97,Hans-Georg Trox,Palima,"1,179",nl,-,"[('33.60', '35.25')]"
15 Jun 1943,U-24,Klaus Petersen,BTSC-411 Zashchitnik (No 26),441,sj,-,"[('42.85', '40.43')]"
15 Jun 1943,U-97,Hans-Georg Trox,Athelmonarch,"8,995",br,-,"[('32.33', '34.65')]"
17 Jun 1943,U-81,Johann-Otto Krieg,Yoma,"8,131",br,GTX-2,"[('33.05', '22.07')]"
20 Jun 1943,U-214,Rupprecht Stock,Santa Maria (d.) [Mine],"6,507",am,-,
21 Jun 1943,U-513,Friedrich Guggenberger,Venezia,"1,673",sw,-,"[('-25.83', '-38.63')]"
21 Jun 1943,U-73,Horst Deckert,Brinkburn,"1,598",br,TE-22,"[('36.88', '2.37')]"
22 Jun 1943,U-572,Heinz Kummetat,Lot,"4,220",fr,UGS-10,"[('23.93', '-43.17')]"
22 Jun 1943,U-593,Gerd Kelbling,USS LST-333 (t.),"1,625",am,Elastic,
22 Jun 1943,U-593,Gerd Kelbling,USS LST-387 (d.),"1,625",am,Elastic,
25 Jun 1943,U-513,Friedrich Guggenberger,Eagle (d.),"6,003",am,-,
25 Jun 1943,U-81,Johann-Otto Krieg,Nisr,80,ag,-,"[('32.05', '33.90')]"
26 Jun 1943,U-81,Johann-Otto Krieg,Nelly,80,sy,-,"[('34.65', '34.43')]"
26 Jun 1943,U-81,Johann-Otto Krieg,Toufic Allah,75,sy,-,"[('33.58', '34.67')]"
27 Jun 1943,U-511,Fritz Schneewind,Sebastian Cermeno,"7,194",am,-,"[('-29.00', '50.17')]"
27 Jun 1943,U-73,Horst Deckert,Abbeydale (d.),"8,299",br,XTG-2,
27 Jun 1943,U-81,Johann-Otto Krieg,Michalios,"3,742",gr,-,"[('35.55', '-35.63')]"
28 Jun 1943,U-172,Carl Emmermann,Vernon City,"4,748",br,OS-49,"[('-4.50', '-27.50')]"
30 Jun 1943,U-453,Egon Reiner Freiherr von Schlippenbach,Oligarch (d.),"6,894",br,GTX-3,
2 Jul 1943,U-181,Wolfgang Lüth,Hoihow,"2,798",br,-,"[('-19.50', '55.50')]"
2 Jul 1943,U-618,Kurt Baberg,Empire Kohinoor,"5,225",br,-,"[('6.33', '-16.50')]"
2 Jul 1943,U-66,Friedrich Markworth,Bloody Marsh,"10,195",am,-,"[('31.55', '-78.95')]"
3 Jul 1943,U-513,Friedrich Guggenberger,Elihu B. Washburne,"7,176",am,-,"[('-24.05', '-45.18')]"
4 Jul 1943,U-178,Wilhelm Dommes,Breiviken,"2,669",nw,DN-50,"[('-21.83', '37.83')]"
4 Jul 1943,U-178,Wilhelm Dommes,Michael Livanos,"4,774",gr,-,"[('-22.87', '36.78')]"
4 Jul 1943,U-199,Hans-Werner Kraus,Changri-Lá,20,bz,-,"[('-23.00', '-42.00')]"
4 Jul 1943,U-375,Jürgen Koenenkamp,St. Essylt,"5,634",br,KMS-18B,"[('36.73', '1.52')]"
4 Jul 1943,U-409,Hanns-Ferdinand Massmann,City of Venice,"8,762",br,KMS-18B,"[('36.73', '1.42')]"
4 Jul 1943,U-409,Hanns-Ferdinand Massmann,HMS LCE-14 [Trans.],10,br,KMS-18B,
4 Jul 1943,U-590,Werner Krüer,Pelotaslóide,"5,228",bz,-,"[('-0.40', '-47.60')]"
5 Jul 1943,U-593,Gerd Kelbling,Devis,"6,054",br,KMS-18B,"[('37.02', '4.17')]"
5 Jul 1943,U-593,Gerd Kelbling,HMS LCM-1123 [Trans.],52,br,KMS-18B,
5 Jul 1943,U-593,Gerd Kelbling,HMS LCM-1129 (d.) [Trans.],52,br,KMS-18B,
5 Jul 1943,U-759,Rudolf Friedrich,Maltran,"3,513",am,GTMO-134,"[('18.18', '-74.95')]"
6 Jul 1943,U-177,Robert Gysae,Jasper Park,"7,129",ca,-,"[('-32.87', '42.25')]"
6 Jul 1943,U-198,Werner Hartmann,Hydraios,"4,476",gr,-,"[('-24.73', '35.20')]"
6 Jul 1943,U-453,Egon Reiner Freiherr von Schlippenbach,Shahjehan,"5,454",br,MWS-36,"[('33.02', '21.53')]"
6 Jul 1943,U-759,Rudolf Friedrich,Poelau Roebiah,"9,251",nl,ZG-36,"[('17.93', '-75.95')]"
7 Jul 1943,U-185,August Maus,James Robertson,"7,176",am,BT-18,"[('-4.08', '-35.97')]"
7 Jul 1943,U-185,August Maus,S.B. Hunt (d.),"6,840",am,BT-18,
7 Jul 1943,U-185,August Maus,Thomas Sinnickson,"7,176",am,BT-18,"[('-3.85', '-36.37')]"
7 Jul 1943,U-185,August Maus,William Boyce Thompson,"7,061",am,BT-18,"[('-4.08', '-35.97')]"
7 Jul 1943,U-198,Werner Hartmann,Leana,"4,742",br,-,"[('-25.10', '35.55')]"
8 Jul 1943,U-510,Alfred Eick,B.P. Newton,"10,324",nw,TJ-1,"[('5.83', '-50.33')]"
8 Jul 1943,U-510,Alfred Eick,Eldena,"6,900",am,TJ-1,"[('5.83', '-50.33')]"
8 Jul 1943,U-510,Alfred Eick,Everagra (d.),"3,702",le,TJ-1,
9 Jul 1943,U-508,Georg Staats,De la Salle,"8,400",br,ST-71,"[('5.83', '2.37')]"
9 Jul 1943,U-508,Georg Staats,Manchester Citizen,"5,343",br,ST-71,"[('5.83', '2.37')]"
9 Jul 1943,U-511,Fritz Schneewind,Samuel Heintzelman,"7,176",am,-,"[('-9.00', '81.00')]"
10 Jul 1943,U-177,Robert Gysae,Alice F. Palmer,"7,176",am,-,"[('-26.50', '44.33')]"
10 Jul 1943,U-371,Waldemar Mehl,Gulfprince (d.),"6,561",am,ET-22A,
10 Jul 1943,U-371,Waldemar Mehl,Matthew Maury (d.),"7,176",am,ET-22A,
10 Jul 1943,U-510,Alfred Eick,Scandinavia,"1,641",sw,-,"[('8.35', '-48.50')]"
11 Jul 1943,U-178,Wilhelm Dommes,Mary Livanos,"4,771",gr,-,"[('-15.67', '40.75')]"
12 Jul 1943,U-172,Carl Emmermann,African Star,"6,507",am,-,"[('-25.77', '-40.58')]"
14 Jul 1943,U-178,Wilhelm Dommes,Robert Bacon,"7,197",am,-,"[('-15.42', '41.22')]"
14 Jul 1943,U-572,Heinz Kummetat,Harvard,114,br,-,"[('10.08', '-60.33')]"
15 Jul 1943,U-135,Otto Luther,Twickenham (d.),"4,762",br,OS-51,
15 Jul 1943,U-172,Carl Emmermann,Harmonic,"4,558",br,-,"[('-23.00', '-33.00')]"
15 Jul 1943,U-181,Wolfgang Lüth,Empire Lake,"2,852",br,-,"[('-21.45', '51.78')]"
15 Jul 1943,U-572,Heinz Kummetat,Gilbert B. Walters,176,br,-,"[('9.67', '-59.83')]"
16 Jul 1943,U-181,Wolfgang Lüth,Fort Franklin,"7,135",br,-,"[('-22.60', '51.37')]"
16 Jul 1943,U-306,Claus von Trotha,Kaipara (d.),"5,882",br,SL-133,
16 Jul 1943,U-513,Friedrich Guggenberger,Richard Caswell,"7,177",am,-,"[('-28.17', '-46.50')]"
17 Jul 1943,U-178,Wilhelm Dommes,City of Canton,"6,692",br,-,"[('-13.87', '41.17')]"
18 Jul 1943,U-508,Georg Staats,Incomati,"7,369",br,-,"[('3.15', '4.25')]"
22 Jul 1943,U-66,Friedrich Markworth,Cherry Valley (d.),"10,172",am,-,
22 Jul 1943,U-81,Johann-Otto Krieg,Empire Moon (t.),"7,472",br,-,
23 Jul 1943,U-407,Ernst-Ulrich Brüller,HMS Newfoundland (59) (d.),"8,800",br,-,
24 Jul 1943,U-172,Carl Emmermann,Fort Chilcotin,"7,133",br,JT-2,"[('-15.05', '-32.58')]"
24 Jul 1943,U-197,Robert Bartels,Pegasus,"9,583",sw,-,
24 Jul 1943,U-199,Hans-Werner Kraus,Henzada,"4,161",br,-,"[('-25.50', '-44.00')]"
25 Jul 1943,U-625,Hans Benker,T-904 (No 58) [Mine],557,sj,-,
27 Jul 1943,U-255,Erich Harms,Akademik Shokalskij,411,sj,-,"[('76.15', '68.83')]"
28 Jul 1943,U-119,Horst-Tessen von Kameke,John A. Poor (d.) [Mine],"7,176",am,BX-65,
28 Jul 1943,U-615,Ralph Kapitzky,Rosalia,"3,177",nl,-,"[('12.12', '-69.22')]"
29 Jul 1943,U-177,Robert Gysae,Cornish City,"4,952",br,DN-53,"[('-27.33', '52.17')]"
30 Jul 1943,U-197,Robert Bartels,William Ellery (d.),"7,181",am,-,
30 Jul 1943,U-24,Klaus Petersen,Emba (t.),"7,886",sj,-,
30 Jul 1943,U-703,Joachim Brünner,T-911 (No 65),559,sj,BA-12,"[('71.12', '51.83')]"
1 Aug 1943,U-198,Werner Hartmann,Mangkalihat,"8,457",nl,BC-2,"[('-25.10', '34.23')]"
3 Aug 1943,U-196,Eitel-Friedrich Kentrat,City of Oran,"7,323",br,CB-1,"[('-13.75', '41.27')]"
4 Aug 1943,U-181,Wolfgang Lüth,Dalfram,"4,558",br,-,"[('-20.88', '56.72')]"
5 Aug 1943,U-177,Robert Gysae,Efthalia Mari,"4,195",gr,-,"[('-24.35', '48.92')]"
5 Aug 1943,U-212,Helmut Vogler,Majakovski [Mine],80,sj,-,
5 Aug 1943,U-566,Hans Hornkohl,USS Plymouth (PG 57),"2,265",am,-,"[('36.28', '-74.48')]"
6 Aug 1943,U-185,August Maus,Fort Halkett,"7,133",br,-,"[('-9.50', '-26.83')]"
7 Aug 1943,U-181,Wolfgang Lüth,Umvuma,"4,419",br,DN-54,"[('-20.30', '57.23')]"
7 Aug 1943,U-371,Waldemar Mehl,Contractor,"6,004",br,GTX-5,"[('37.25', '7.35')]"
7 Aug 1943,U-757,Friedrich Deetz,Fernhill,"4,116",nw,OS-52,"[('6.97', '-19.25')]"
12 Aug 1943,U-181,Wolfgang Lüth,Clan Macarthur,"10,528",br,DN-55,"[('-23.00', '53.18')]"
17 Aug 1943,U-197,Robert Bartels,Empire Stanley,"6,921",br,-,"[('-27.13', '48.25')]"
20 Aug 1943,U-596,Victor-Wilhelm Nonn,El Sayeda,68,ag,-,"[('32.42', '34.67')]"
21 Aug 1943,U-596,Victor-Wilhelm Nonn,Lily,132,pl,-,
21 Aug 1943,U-596,Victor-Wilhelm Nonn,Namaz,50,ag,-,"[('33.70', '34.72')]"
21 Aug 1943,U-596,Victor-Wilhelm Nonn,Panikos,21,ag,-,"[('33.70', '34.72')]"
22 Aug 1943,U-24,Klaus Petersen,DB-36 (No 363),16,sj,-,"[('43.25', '40.03')]"
22 Aug 1943,U-24,Klaus Petersen,DB-37 (No 365),16,sj,-,"[('43.25', '40.03')]"
23 Aug 1943,U-380,Josef Röther,Pierre Soulé (d.),"7,191",am,-,
24 Aug 1943,U-23,Rolf-Birger Wahlen,Shkval,35,sj,-,"[('42.65', '40.97')]"
25 Aug 1943,U-625,Hans Benker,ASO-1 Shkval [Mine],572,sj,-,
26 Aug 1943,U-410,Horst-Arno Fenski,John Bell,"7,242",am,UGS-14,"[('37.25', '8.40')]"
26 Aug 1943,U-410,Horst-Arno Fenski,Richard Henderson,"7,194",am,UGS-14,"[('37.25', '8.40')]"
27 Aug 1943,U-354,Karl-Heinz Herbschleb,Petrovskij (d.),"3,771",sj,-,
28 Aug 1943,U-107,Volker Simmermacher,Albert Gallatin (d.),"7,176",am,-,
28 Aug 1943,U-302,Herbert Sickel,Dikson,"2,920",sj,-,"[('75.72', '89.63')]"
29 Aug 1943,U-18,Karl Fleige,TSC-11 Dzhalita,400,sj,-,"[('42.50', '40.80')]"
30 Aug 1943,U-18,Karl Fleige,SKA-0132 (d.),56,sj,-,
30 Aug 1943,U-596,Victor-Wilhelm Nonn,Nagwa,183,ag,-,"[('34.67', '33.33')]"
6 Sep 1943,U-636,Hans Hildebrandt,Tbilisi [Mine],"7,169",sj,-,
