uboat,commander,ship_name,tonnage,nationality,convoy,coordinates,year,month,day
U-129,Hans-Ludwig Witt,Santa Catalina,"6,507",25,0,"[('30.70', '-70.97')]",1943,4,24
U-371,Waldemar Mehl,Merope,"1,162",9,0,"[('36.95', '4.03')]",1943,4,27
U-123,Horst von Schroeter,Nanking,"5,931",5,0,"[('5.17', '-11.17')]",1943,4,29
U-258,Wilhelm von Mässenhausen,McKeesport,"6,198",25,487,"[('60.87', '-34.33')]",1943,4,29
U-515,Werner Henke,Bandar Shahpour,"5,236",0,488,"[('7.25', '-13.82')]",1943,4,30
U-515,Werner Henke,Corabella,"5,682",0,488,"[('7.25', '-13.82')]",1943,4,30
U-515,Werner Henke,Kota Tjandi,"7,295",9,488,"[('7.25', '-13.82')]",1943,4,30
U-515,Werner Henke,Nagina,"6,551",0,488,"[('7.32', '-13.83')]",1943,4,30
U-182,Asmus Nicolai Clausen,Adelfotis,"5,838",8,0,"[('-3.53', '-21.55')]",1943,5,1
U-515,Werner Henke,City of Singapore,"6,555",0,488,"[('7.92', '-14.27')]",1943,5,1
U-515,Werner Henke,Clan Macpherson,"6,940",0,488,"[('7.97', '-14.23')]",1943,5,1
U-515,Werner Henke,Mokambo,"4,996",1,488,"[('7.97', '-14.23')]",1943,5,1
U-125,Ulrich Folkers,Lorient,"4,737",0,487,"[('54.07', '-44.30')]",1943,5,4
U-129,Hans-Ludwig Witt,Panam,"7,277",15,489,"[('34.18', '-76.20')]",1943,5,4
U-123,Horst von Schroeter,Holmbury,"4,566",0,0,"[('4.50', '-10.33')]",1943,5,5
U-264,Hartwig Looks,Harperley,"4,586",0,487,"[('55.00', '-42.97')]",1943,5,5
U-264,Hartwig Looks,West Maximus,"5,561",25,487,"[('55.17', '-43.00')]",1943,5,5
U-266,Ralf von Jessen,Bonde,"1,570",6,487,"[('53.47', '-44.33')]",1943,5,5
U-266,Ralf von Jessen,Gharinda,"5,306",0,487,"[('53.17', '-44.67')]",1943,5,5
U-266,Ralf von Jessen,Selvistan,"5,136",0,487,"[('53.17', '-44.67')]",1943,5,5
U-358,Rolf Manke,Bristol City,"2,864",0,487,"[('54.00', '-43.92')]",1943,5,5
U-358,Rolf Manke,Wentworth,"5,212",0,487,"[('53.98', '-43.92')]",1943,5,5
U-584,Joachim Deecke,West Madaket,"5,565",25,487,"[('54.78', '-44.20')]",1943,5,5
U-628,Heinrich Hasenschar,Harbury,"5,081",0,487,"[('55.02', '-42.98')]",1943,5,5
U-638,Oskar Staudinger,Dolius,"5,507",0,487,"[('54.00', '-43.58')]",1943,5,5
U-707,Günter Gretschel,North Britain,"4,635",0,487,"[('55.13', '-42.72')]",1943,5,5
U-195,Heinz Buchholz,Samuel Jordan Kirkwood,"7,191",25,0,"[('-15.00', '-7.00')]",1943,5,7
U-89,Dietrich Lohmann,Laconikos,"3,803",8,490,"[('41.67', '-18.22')]",1943,5,7
U-123,Horst von Schroeter,Kanbe,"6,244",0,491,"[('5.35', '-11.05')]",1943,5,9
U-515,Werner Henke,Corneville,"4,544",6,0,"[('4.83', '-1.17')]",1943,5,9
U-181,Wolfgang Lüth,Tinhow,"5,232",0,492,"[('-25.25', '33.50')]",1943,5,11
U-196,Eitel-Friedrich Kentrat,Nailsea Meadow,"4,962",0,0,"[('-32.07', '29.22')]",1943,5,11
U-402,Siegfried Freiherr von Forstner,Antigone,"4,545",0,493,"[('40.50', '-32.50')]",1943,5,11
U-402,Siegfried Freiherr von Forstner,Grado,"3,082",6,493,"[('40.50', '-32.50')]",1943,5,11
U-221,Hans-Hartwig Trojer,Sandanger,"9,432",6,494,"[('46.00', '-21.00')]",1943,5,12
U-456,Max-Martin Teichert,Fort Concord,"7,138",0,494,"[('46.08', '-25.33')]",1943,5,12
U-603,Rudolf Baltz,Brand,"4,819",6,494,"[('47.32', '-24.68')]",1943,5,12
U-176,Reiner Dierksen,Mambi,"1,983",43,495,"[('21.42', '-76.67')]",1943,5,13
U-176,Reiner Dierksen,Nickeliner,"2,249",25,495,"[('21.42', '-76.67')]",1943,5,13
U-105,Jürgen Nissen,Maroussio Logothetis,"4,669",8,0,"[('5.47', '-14.47')]",1943,5,15
U-607,Wolf Jeschonnek,Irish Oak,"5,589",17,0,"[('47.85', '-25.88')]",1943,5,15
U-198,Werner Hartmann,Northmoor,"4,392",0,496,"[('-28.45', '32.72')]",1943,5,17
U-657,Heinrich Göllnitz,Aymeric,"5,196",0,497,"[('59.70', '-41.65')]",1943,5,17
U-414,Walther Huth,Empire Eve,"5,979",0,498,"[('36.62', '0.77')]",1943,5,18
U-161,Albrecht Achilles,Angelus,255,19,0,"[('38.67', '-64.00')]",1943,5,19
U-197,Robert Bartels,Benakat,"4,763",9,0,"[('-6.08', '-12.93')]",1943,5,20
U-181,Wolfgang Lüth,Sicilia,"1,633",5,0,"[('-24.52', '35.28')]",1943,5,27
U-177,Robert Gysae,Agwimonte,"6,679",25,500,"[('-34.95', '19.55')]",1943,5,28
U-177,Robert Gysae,Storaas,"7,886",6,500,"[('-34.95', '19.55')]",1943,5,28
U-198,Werner Hartmann,Hopetarn,"5,231",0,0,"[('-30.83', '39.53')]",1943,5,29
U-180,Werner Musenberg,Boris,"5,166",8,0,"[('-7.23', '-18.68')]",1943,6,3
U-198,Werner Hartmann,Dumra,"2,304",0,0,"[('-28.25', '33.33')]",1943,6,5
U-198,Werner Hartmann,William King,"7,176",25,0,"[('-30.42', '34.25')]",1943,6,6
U-181,Wolfgang Lüth,Harrier,193,32,0,"[('-25.83', '33.33')]",1943,6,7
U-66,Friedrich Markworth,Esso Gettysburg,"10,173",25,0,"[('31.03', '-79.28')]",1943,6,10
U-97,Hans-Georg Trox,Palima,"1,179",9,0,"[('33.60', '35.25')]",1943,6,12
U-24,Klaus Petersen,BTSC-411 Zashchitnik (No 26),441,26,0,"[('42.85', '40.43')]",1943,6,15
U-97,Hans-Georg Trox,Athelmonarch,"8,995",0,0,"[('32.33', '34.65')]",1943,6,15
U-81,Johann-Otto Krieg,Yoma,"8,131",0,504,"[('33.05', '22.07')]",1943,6,17
U-513,Friedrich Guggenberger,Venezia,"1,673",5,0,"[('-25.83', '-38.63')]",1943,6,21
U-73,Horst Deckert,Brinkburn,"1,598",0,505,"[('36.88', '2.37')]",1943,6,21
U-572,Heinz Kummetat,Lot,"4,220",3,506,"[('23.93', '-43.17')]",1943,6,22
U-81,Johann-Otto Krieg,Nisr,80,20,0,"[('32.05', '33.90')]",1943,6,25
U-81,Johann-Otto Krieg,Nelly,80,41,0,"[('34.65', '34.43')]",1943,6,26
U-81,Johann-Otto Krieg,Toufic Allah,75,41,0,"[('33.58', '34.67')]",1943,6,26
U-511,Fritz Schneewind,Sebastian Cermeno,"7,194",25,0,"[('-29.00', '50.17')]",1943,6,27
U-81,Johann-Otto Krieg,Michalios,"3,742",8,0,"[('35.55', '-35.63')]",1943,6,27
U-172,Carl Emmermann,Vernon City,"4,748",0,509,"[('-4.50', '-27.50')]",1943,6,28
U-181,Wolfgang Lüth,Hoihow,"2,798",0,0,"[('-19.50', '55.50')]",1943,7,2
U-618,Kurt Baberg,Empire Kohinoor,"5,225",0,0,"[('6.33', '-16.50')]",1943,7,2
U-66,Friedrich Markworth,Bloody Marsh,"10,195",25,0,"[('31.55', '-78.95')]",1943,7,2
U-513,Friedrich Guggenberger,Elihu B. Washburne,"7,176",25,0,"[('-24.05', '-45.18')]",1943,7,3
U-178,Wilhelm Dommes,Breiviken,"2,669",6,511,"[('-21.83', '37.83')]",1943,7,4
U-178,Wilhelm Dommes,Michael Livanos,"4,774",8,0,"[('-22.87', '36.78')]",1943,7,4
U-199,Hans-Werner Kraus,Changri-Lá,20,29,0,"[('-23.00', '-42.00')]",1943,7,4
U-375,Jürgen Koenenkamp,St. Essylt,"5,634",0,512,"[('36.73', '1.52')]",1943,7,4
U-409,Hanns-Ferdinand Massmann,City of Venice,"8,762",0,512,"[('36.73', '1.42')]",1943,7,4
U-590,Werner Krüer,Pelotaslóide,"5,228",29,0,"[('-0.40', '-47.60')]",1943,7,4
U-593,Gerd Kelbling,Devis,"6,054",0,512,"[('37.02', '4.17')]",1943,7,5
U-759,Rudolf Friedrich,Maltran,"3,513",25,513,"[('18.18', '-74.95')]",1943,7,5
U-177,Robert Gysae,Jasper Park,"7,129",19,0,"[('-32.87', '42.25')]",1943,7,6
U-198,Werner Hartmann,Hydraios,"4,476",8,0,"[('-24.73', '35.20')]",1943,7,6
U-453,Egon Reiner Freiherr von Schlippenbach,Shahjehan,"5,454",0,514,"[('33.02', '21.53')]",1943,7,6
U-759,Rudolf Friedrich,Poelau Roebiah,"9,251",9,515,"[('17.93', '-75.95')]",1943,7,6
U-185,August Maus,James Robertson,"7,176",25,516,"[('-4.08', '-35.97')]",1943,7,7
U-185,August Maus,Thomas Sinnickson,"7,176",25,516,"[('-3.85', '-36.37')]",1943,7,7
U-185,August Maus,William Boyce Thompson,"7,061",25,516,"[('-4.08', '-35.97')]",1943,7,7
U-198,Werner Hartmann,Leana,"4,742",0,0,"[('-25.10', '35.55')]",1943,7,7
U-510,Alfred Eick,B.P. Newton,"10,324",6,517,"[('5.83', '-50.33')]",1943,7,8
U-510,Alfred Eick,Eldena,"6,900",25,517,"[('5.83', '-50.33')]",1943,7,8
U-508,Georg Staats,De la Salle,"8,400",0,518,"[('5.83', '2.37')]",1943,7,9
U-508,Georg Staats,Manchester Citizen,"5,343",0,518,"[('5.83', '2.37')]",1943,7,9
U-511,Fritz Schneewind,Samuel Heintzelman,"7,176",25,0,"[('-9.00', '81.00')]",1943,7,9
U-177,Robert Gysae,Alice F. Palmer,"7,176",25,0,"[('-26.50', '44.33')]",1943,7,10
U-510,Alfred Eick,Scandinavia,"1,641",5,0,"[('8.35', '-48.50')]",1943,7,10
U-178,Wilhelm Dommes,Mary Livanos,"4,771",8,0,"[('-15.67', '40.75')]",1943,7,11
U-172,Carl Emmermann,African Star,"6,507",25,0,"[('-25.77', '-40.58')]",1943,7,12
U-178,Wilhelm Dommes,Robert Bacon,"7,197",25,0,"[('-15.42', '41.22')]",1943,7,14
U-572,Heinz Kummetat,Harvard,114,0,0,"[('10.08', '-60.33')]",1943,7,14
U-172,Carl Emmermann,Harmonic,"4,558",0,0,"[('-23.00', '-33.00')]",1943,7,15
U-181,Wolfgang Lüth,Empire Lake,"2,852",0,0,"[('-21.45', '51.78')]",1943,7,15
U-572,Heinz Kummetat,Gilbert B. Walters,176,0,0,"[('9.67', '-59.83')]",1943,7,15
U-181,Wolfgang Lüth,Fort Franklin,"7,135",0,0,"[('-22.60', '51.37')]",1943,7,16
U-513,Friedrich Guggenberger,Richard Caswell,"7,177",25,0,"[('-28.17', '-46.50')]",1943,7,16
U-178,Wilhelm Dommes,City of Canton,"6,692",0,0,"[('-13.87', '41.17')]",1943,7,17
U-508,Georg Staats,Incomati,"7,369",0,0,"[('3.15', '4.25')]",1943,7,18
U-172,Carl Emmermann,Fort Chilcotin,"7,133",0,522,"[('-15.05', '-32.58')]",1943,7,24
U-199,Hans-Werner Kraus,Henzada,"4,161",0,0,"[('-25.50', '-44.00')]",1943,7,24
U-255,Erich Harms,Akademik Shokalskij,411,26,0,"[('76.15', '68.83')]",1943,7,27
U-615,Ralph Kapitzky,Rosalia,"3,177",9,0,"[('12.12', '-69.22')]",1943,7,28
U-177,Robert Gysae,Cornish City,"4,952",0,524,"[('-27.33', '52.17')]",1943,7,29
U-703,Joachim Brünner,T-911 (No 65),559,26,525,"[('71.12', '51.83')]",1943,7,30
U-198,Werner Hartmann,Mangkalihat,"8,457",9,526,"[('-25.10', '34.23')]",1943,8,1
U-196,Eitel-Friedrich Kentrat,City of Oran,"7,323",0,527,"[('-13.75', '41.27')]",1943,8,3
U-181,Wolfgang Lüth,Dalfram,"4,558",0,0,"[('-20.88', '56.72')]",1943,8,4
U-177,Robert Gysae,Efthalia Mari,"4,195",8,0,"[('-24.35', '48.92')]",1943,8,5
U-566,Hans Hornkohl,USS Plymouth (PG 57),"2,265",25,0,"[('36.28', '-74.48')]",1943,8,5
U-185,August Maus,Fort Halkett,"7,133",0,0,"[('-9.50', '-26.83')]",1943,8,6
U-181,Wolfgang Lüth,Umvuma,"4,419",0,528,"[('-20.30', '57.23')]",1943,8,7
U-371,Waldemar Mehl,Contractor,"6,004",0,529,"[('37.25', '7.35')]",1943,8,7
U-757,Friedrich Deetz,Fernhill,"4,116",6,530,"[('6.97', '-19.25')]",1943,8,7
U-181,Wolfgang Lüth,Clan Macarthur,"10,528",0,531,"[('-23.00', '53.18')]",1943,8,12
U-197,Robert Bartels,Empire Stanley,"6,921",0,0,"[('-27.13', '48.25')]",1943,8,17
U-596,Victor-Wilhelm Nonn,El Sayeda,68,20,0,"[('32.42', '34.67')]",1943,8,20
U-596,Victor-Wilhelm Nonn,Namaz,50,20,0,"[('33.70', '34.72')]",1943,8,21
U-596,Victor-Wilhelm Nonn,Panikos,21,20,0,"[('33.70', '34.72')]",1943,8,21
U-24,Klaus Petersen,DB-36 (No 363),16,26,0,"[('43.25', '40.03')]",1943,8,22
U-24,Klaus Petersen,DB-37 (No 365),16,26,0,"[('43.25', '40.03')]",1943,8,22
U-23,Rolf-Birger Wahlen,Shkval,35,26,0,"[('42.65', '40.97')]",1943,8,24
U-410,Horst-Arno Fenski,John Bell,"7,242",25,532,"[('37.25', '8.40')]",1943,8,26
U-410,Horst-Arno Fenski,Richard Henderson,"7,194",25,532,"[('37.25', '8.40')]",1943,8,26
U-302,Herbert Sickel,Dikson,"2,920",26,0,"[('75.72', '89.63')]",1943,8,28
U-18,Karl Fleige,TSC-11 Dzhalita,400,26,0,"[('42.50', '40.80')]",1943,8,29
U-596,Victor-Wilhelm Nonn,Nagwa,183,20,0,"[('34.67', '33.33')]",1943,8,30
U-596,Victor-Wilhelm Nonn,Hamidieh,80,20,0,"[('34.03', '33.08')]",1943,9,7
U-532,Ottoheinrich Junker,Fort Longueuil,"7,128",0,0,"[('-10.00', '68.00')]",1943,9,19
U-161,Albrecht Achilles,St. Usk,"5,472",0,0,"[('-16.50', '-29.47')]",1943,9,20
U-238,Horst Hepp,Theodore Dwight Weld,"7,176",25,534,"[('57.05', '-28.13')]",1943,9,20
U-305,Rudolf Bahr,HMCS St. Croix (I 81),"1,190",19,534,"[('57.50', '-31.17')]",1943,9,20
U-645,Otto Ferro,Frederick Douglass,"7,176",25,534,"[('57.05', '-28.13')]",1943,9,20
U-188,Siegfried Lüdden,Cornelia P. Spencer,"7,176",25,0,"[('2.13', '50.17')]",1943,9,21
U-593,Gerd Kelbling,William W. Gerhard,"7,176",25,535,"[('40.08', '14.72')]",1943,9,21
U-952,Oskar Curio,HMS Polyanthus (K 47),925,0,534,"[('57.00', '-31.17')]",1943,9,21
U-238,Horst Hepp,Fort Jemseg,"7,134",0,534,"[('53.30', '-40.40')]",1943,9,23
U-238,Horst Hepp,Oregon Express,"3,642",6,534,"[('53.67', '-39.83')]",1943,9,23
U-238,Horst Hepp,Skjelbred,"5,096",6,534,"[('53.30', '-40.40')]",1943,9,23
U-666,Herbert Engel,HMS Itchen (K 227),"1,370",0,534,"[('53.42', '-39.70')]",1943,9,23
U-952,Oskar Curio,Steel Voyager,"6,198",25,534,"[('53.30', '-40.40')]",1943,9,23
U-593,Gerd Kelbling,USS Skill (AM 115),815,25,0,"[('40.33', '14.58')]",1943,9,25
U-161,Albrecht Achilles,Itapagé,"4,998",29,0,"[('-10.08', '-35.90')]",1943,9,26
U-410,Horst-Arno Fenski,Christian Michelsen,"7,176",6,536,"[('37.20', '8.43')]",1943,9,26
U-532,Ottoheinrich Junker,Banffshire,"6,479",0,0,"[('9.43', '71.33')]",1943,9,29
U-960,Günther Heinrich,Arkhangel´sk,"2,480",26,537,"[('76.90', '92.48')]",1943,9,30
U-410,Horst-Arno Fenski,Fort Howe,"7,133",0,538,"[('37.32', '6.67')]",1943,10,1
U-532,Ottoheinrich Junker,Tahsinia,"7,267",0,0,"[('6.85', '74.63')]",1943,10,1
U-703,Joachim Brünner,Sergej Kirov,"4,146",26,537,"[('75.80', '83.87')]",1943,10,1
U-960,Günther Heinrich,T-896 (No 42),611,26,537,"[('75.47', '83.42')]",1943,10,1
U-168,Helmuth Pich,Haiching,"2,183",0,0,"[('18.77', '71.92')]",1943,10,2
U-596,Victor-Wilhelm Nonn,Marit,"5,542",6,540,"[('32.95', '21.18')]",1943,10,4
U-378,Erich Mäder,ORP Orkan,"1,920",28,541,"[('56.50', '-26.43')]",1943,10,8
U-616,Siegfried Koitschka,USS Buck (DD 420),"1,570",25,0,"[('39.95', '14.47')]",1943,10,9
U-645,Otto Ferro,Yorkmar,"5,612",25,541,"[('56.63', '-20.50')]",1943,10,9
U-371,Waldemar Mehl,HMS Hythe (J 194),656,0,542,"[('37.07', '5.00')]",1943,10,11
U-532,Ottoheinrich Junker,Jalabala,"3,610",45,543,"[('11.67', '75.32')]",1943,10,11
U-616,Siegfried Koitschka,HMS LCT-553,611,0,0,"[('39.50', '14.50')]",1943,10,11
U-371,Waldemar Mehl,USS Bristol (DD 453),"1,630",25,0,"[('37.32', '6.32')]",1943,10,13
U-426,Christian Reich,Essex Lance,"6,625",0,545,"[('57.88', '-28.00')]",1943,10,15
U-68,Albert Lauzemis,HMS Orfasy (T 204),545,0,0,"[('5.97', '-11.50')]",1943,10,21
U-68,Albert Lauzemis,Litiopa,"5,356",6,0,"[('6.30', '-11.92')]",1943,10,22
U-170,Günther Pfeffer,Campos,"4,663",29,0,"[('-25.12', '-45.67')]",1943,10,23
U-23,Rolf-Birger Wahlen,Tanais,372,26,0,"[('42.37', '41.58')]",1943,10,23
U-155,Adolf Cornelius Piening,Siranger,"5,393",6,0,"[('0.00', '-38.75')]",1943,10,24
U-24,Klaus Petersen,SKA-088,56,26,0,"[('43.25', '40.17')]",1943,10,31
U-262,Rudolf Heinz Franke,Hallfried,"2,968",6,548,"[('46.08', '-20.43')]",1943,10,31
U-68,Albert Lauzemis,New Columbia,"6,574",0,0,"[('4.42', '5.05')]",1943,10,31
U-593,Gerd Kelbling,Mont Viso,"4,531",3,549,"[('36.75', '1.92')]",1943,11,3
U-218,Richard Becker,Beatrice Beck,146,0,0,"[('14.75', '-58.45')]",1943,11,5
U-516,Hans-Rutger Tillessen,Pompoon,"1,082",15,0,"[('11.00', '-75.00')]",1943,11,13
U-516,Hans-Rutger Tillessen,Ruby,39,39,0,"[('11.40', '-79.90')]",1943,11,18
U-81,Johann-Otto Krieg,Empire Dunstan,"2,887",0,551,"[('39.40', '17.67')]",1943,11,18
U-516,Hans-Rutger Tillessen,Elizabeth Kellogg,"5,189",25,0,"[('11.17', '-80.70')]",1943,11,23
U-516,Hans-Rutger Tillessen,Melville E. Stone,"7,176",25,0,"[('10.60', '-80.32')]",1943,11,24
U-68,Albert Lauzemis,Fort de Vaux,"5,186",3,0,"[('6.53', '-12.33')]",1943,11,30
U-129,Richard von Harpe,Libertad,"5,441",43,552,"[('34.20', '-75.33')]",1943,12,4
U-596,Victor-Wilhelm Nonn,Cap Padaran,"8,009",0,553,"[('39.25', '17.50')]",1943,12,9
U-593,Gerd Kelbling,HMS Holcombe (L 56),"1,087",0,554,"[('37.33', '5.50')]",1943,12,12
U-593,Gerd Kelbling,HMS Tynedale (L 96),"1,000",0,554,"[('37.17', '6.08')]",1943,12,12
U-516,Hans-Rutger Tillessen,McDowell,"10,195",25,0,"[('13.13', '-70.03')]",1943,12,16
U-515,Werner Henke,Kingswood,"5,080",0,0,"[('5.95', '1.72')]",1943,12,17
U-515,Werner Henke,Phemius,"7,406",0,0,"[('5.02', '0.78')]",1943,12,20
U-275,Helmut Bork,USS Leary (DD 158),"1,090",25,0,"[('45.25', '-21.67')]",1943,12,24
U-415,Kurt Neide,HMS Hurricane (H 06),"1,340",0,556,"[('45.17', '-22.08')]",1943,12,24
U-515,Werner Henke,Dumana,"8,427",0,557,"[('4.45', '-6.97')]",1943,12,24
U-178,Wilhelm Spahr,José Navarro,"7,244",25,0,"[('8.33', '73.92')]",1943,12,27
U-305,Rudolf Bahr,HMS Tweed (K 250),"1,370",0,0,"[('48.30', '-21.32')]",1944,1,7
U-960,Günther Heinrich,Sumner I. Kimball,"7,176",25,560,"[('52.58', '-35.00')]",1944,1,16
U-188,Siegfried Lüdden,Fort Buckingham,"7,122",0,0,"[('8.32', '66.67')]",1944,1,20
U-188,Siegfried Lüdden,Fort la Maune,"7,130",0,0,"[('13.07', '56.50')]",1944,1,25
U-278,Joachim Franze,Penelope Barker,"7,177",25,561,"[('73.37', '22.50')]",1944,1,25
U-188,Siegfried Lüdden,Samouri,"7,219",0,0,"[('13.22', '55.93')]",1944,1,26
U-188,Siegfried Lüdden,Surada,"5,427",0,0,"[('13.00', '55.25')]",1944,1,26
U-532,Ottoheinrich Junker,Walter Camp,"7,176",25,0,"[('10.00', '71.82')]",1944,1,26
U-716,Hans Dunkelberg,Andrew G. Curtin,"7,200",25,561,"[('73.37', '24.25')]",1944,1,26
U-957,Gerd Schaar,Fort Bellingham,"7,153",0,561,"[('73.42', '25.17')]",1944,1,26
U-957,Gerd Schaar,USS PTC-38,54,25,561,"[('73.37', '24.25')]",1944,1,26
U-188,Siegfried Lüdden,Olga E. Embiricos,"4,677",8,562,"[('12.50', '50.17')]",1944,1,29
U-278,Joachim Franze,HMS Hardy (R 08),"1,810",0,563,"[('73.67', '24.50')]",1944,1,30
U-453,Dierk Lührs,Himli,67,44,0,"[('35.85', '35.23')]",1944,2,1
U-453,Dierk Lührs,Salem,81,44,0,"[('35.85', '35.23')]",1944,2,1
U-453,Dierk Lührs,Yahiya,64,41,0,"[('35.75', '35.50')]",1944,2,2
U-188,Siegfried Lüdden,Chung Cheng,"7,176",46,0,"[('13.00', '54.33')]",1944,2,3
U-985,Horst Wilhelm Kessler,Margit,"1,735",0,564,"[('61.50', '-10.50')]",1944,2,8
U-188,Siegfried Lüdden,Viva,"3,798",6,0,"[('12.50', '57.83')]",1944,2,9
U-168,Helmuth Pich,HMS Salviking,"1,440",0,0,"[('3.50', '76.50')]",1944,2,14
U-168,Helmuth Pich,Epaminondas C. Embiricos,"4,385",8,0,"[('1.50', '73.00')]",1944,2,15
U-410,Horst-Arno Fenski,Fort St. Nicolas,"7,154",0,566,"[('40.57', '14.63')]",1944,2,15
U-230,Paul Siegmann,HMS LST-418,"1,625",0,566,"[('41.00', '12.92')]",1944,2,16
U-410,Horst-Arno Fenski,HMS Penelope (97),"5,270",0,566,"[('40.92', '13.42')]",1944,2,18
U-230,Paul Siegmann,HMS LST-305,"1,625",0,566,"[('41.23', '12.52')]",1944,2,20
U-256,Wilhelm Brauel,HMS Woodpecker (U 08),"1,300",0,567,"[('48.82', '-22.18')]",1944,2,20
U-410,Horst-Arno Fenski,USS LST-348,"1,625",25,566,"[('40.95', '13.23')]",1944,2,20
U-413,Gustav Poel,HMS Warwick (D 25),"1,100",0,0,"[('50.45', '-5.38')]",1944,2,20
U-510,Alfred Eick,E.G. Seubert,"9,181",25,568,"[('13.83', '48.82')]",1944,2,22
U-510,Alfred Eick,San Alvaro,"7,385",0,568,"[('13.77', '48.82')]",1944,2,22
U-990,Hubert Nordheimer,HMS Mahratta (G 23),"1,920",0,570,"[('71.20', '13.50')]",1944,2,25
U-66,Gerhard Seehausen,Silvermaple,"5,313",0,571,"[('4.73', '-3.33')]",1944,2,26
U-407,Hubertus Korndörfer,Rod el Farag,55,20,0,"[('33.80', '34.85')]",1944,2,27
U-183,Fritz Schneewind,Palma,"5,419",0,0,"[('5.85', '79.97')]",1944,2,29
U-66,Gerhard Seehausen,Saint Louis,"5,202",3,0,"[('5.38', '-0.15')]",1944,3,1
U-744,Heinz Blischke,HMS LST-362,"1,625",0,572,"[('48.00', '-17.38')]",1944,3,2
U-703,Joachim Brünner,Empire Tourist,"7,062",0,573,"[('73.42', '22.18')]",1944,3,4
U-510,Alfred Eick,Tarifa,"7,229",6,0,"[('12.80', '58.73')]",1944,3,7
U-518,Hans-Werner Offermann,Valera,"3,401",15,0,"[('11.50', '-76.45')]",1944,3,7
U-255,Erich Harms,USS Leopold (DE 319),"1,200",25,574,"[('58.73', '-25.83')]",1944,3,9
U-575,Wolfgang Boehmer,HMS Asphodel (K 56),"1,015",0,575,"[('45.40', '-18.15')]",1944,3,10
U-952,Oskar Curio,William B. Woods,"7,176",25,0,"[('38.60', '13.75')]",1944,3,10
U-852,Heinz-Wilhelm Eck,Peleus,"4,695",8,0,"[('-2.00', '-10.00')]",1944,3,13
U-371,Waldemar Mehl,Dempo,"17,024",9,576,"[('37.13', '5.45')]",1944,3,17
U-311,Joachim Zander,Seakay,"10,342",25,577,"[('51.17', '-20.33')]",1944,3,19
U-510,Alfred Eick,John A. Poor,"7,176",25,0,"[('13.97', '70.50')]",1944,3,19
U-66,Gerhard Seehausen,Matadian,"4,275",0,0,"[('5.12', '4.78')]",1944,3,21
U-802,Helmut Schmoeckel,Watuka,"1,621",19,578,"[('44.50', '-62.85')]",1944,3,22
U-510,Alfred Eick,HMS Maaløy (J 136),249,0,0,"[('5.42', '77.53')]",1944,3,27
U-532,Ottoheinrich Junker,Tulagi,"2,281",0,0,"[('-11.00', '78.67')]",1944,3,27
U-223,Peter Gerlach,HMS Laforey (G 99),"1,935",0,0,"[('38.90', '14.30')]",1944,3,30
U-302,Herbert Sickel,Ruth I,"3,531",6,579,"[('45.08', '-35.18')]",1944,4,6
U-302,Herbert Sickel,South America,"6,246",6,579,"[('45.08', '-35.18')]",1944,4,6
U-843,Oskar Herwartz,Nebraska,"8,261",0,580,"[('-11.92', '-19.87')]",1944,4,8
U-711,Hans-Günther Lange,Solvoll,10,6,0,"[('68.85', '3.63')]",1944,4,13
U-407,Hubertus Korndörfer,Meyer London,"7,210",25,581,"[('32.85', '23.00')]",1944,4,16
U-550,Klaus Hänert,Pan Pennsylvania,"11,017",25,582,"[('40.12', '-69.40')]",1944,4,16
U-859,Johann Jebsen,Colin,"6,255",15,583,"[('54.27', '-31.97')]",1944,4,26
U-307,Friedrich-Georg Herrle,William S. Thayer,"7,176",25,584,"[('73.77', '19.17')]",1944,4,30
U-967,Albrecht Brandi,USS Fechteler (DE 157),"1,300",25,585,"[('36.12', '-2.67')]",1944,5,5
U-129,Richard von Harpe,Anadyr,"5,278",0,587,"[('-10.92', '-27.50')]",1944,5,6
U-548,Eberhard Zimmermann,HMCS Valleyfield (K 329),"1,445",19,588,"[('46.05', '-52.40')]",1944,5,7
U-230,Paul Siegmann,USS PC-558,335,25,0,"[('38.68', '13.72')]",1944,5,9
U-129,Richard von Harpe,Empire Heath,"6,643",0,0,"[('-29.52', '-29.83')]",1944,5,11
U-24,Martin Landt-Hayen,SKA-0376,44,26,0,"[('41.97', '41.45')]",1944,5,12
U-453,Dierk Lührs,Fort Missanabie,"7,147",0,590,"[('38.33', '16.47')]",1944,5,19
U-23,Rolf-Birger Wahlen,Smelyj,71,26,0,"[('42.85', '41.05')]",1944,5,29
U-549,Detlev Krankenhagen,USS Block Island (CVE 21),"9,393",25,0,"[('31.22', '-23.05')]",1944,5,29
U-539,Hans-Jürgen Lauterbach-Emden,Pillory,"1,517",15,0,"[('18.42', '-67.28')]",1944,6,5
U-547,Heinrich Niemeyer,HMS Birdlip (T 218),750,0,0,"[('5.00', '-9.00')]",1944,6,14
U-547,Heinrich Niemeyer,Saint Basile,"2,778",3,0,"[('5.05', '-9.23')]",1944,6,14
U-764,Hanskurt von Bremen,HMS Blackwood (K 313),"1,085",0,0,"[('50.12', '-2.25')]",1944,6,15
U-767,Walter Dankleff,HMS Mourne (K 261),"1,370",0,0,"[('49.58', '-5.50')]",1944,6,15
U-198,Burkhard Heusinger von Waldegg,Columbine,"3,268",32,0,"[('-32.73', '17.37')]",1944,6,16
